,reviewTimeInHours,asin,average_overall,median_overall
501,2010-11-18-00,B0002CZVXM,4.0,4.0
502,2010-11-18-00,B000RXN6SS,5.0,5.0
503,2010-11-18-00,B000XPO0IU,5.0,5.0
504,2010-11-20-00,B000165DSM,4.0,4.0
505,2010-11-20-00,B0002GIRP2,5.0,5.0
506,2010-11-20-00,B0002GLDQM,4.0,4.0
507,2010-11-20-00,B000978D58,5.0,5.0
508,2010-11-20-00,B000J5Y214,4.0,4.0
509,2010-11-20-00,B000RVYPQ2,3.0,3.0
510,2010-11-20-00,B000UF3SEA,5.0,5.0
511,2010-11-20-00,B001GD07SK,3.0,3.0
512,2010-11-21-00,B000P5LVSK,5.0,5.0
513,2010-11-21-00,B001MSS6CS,4.0,4.0
514,2010-11-23-00,B0002ZO60I,5.0,5.0
515,2010-11-24-00,B000BU5V58,4.0,4.0
516,2010-11-25-00,B0002CZW0Y,5.0,5.0
517,2010-11-26-00,B002QQC1ZI,4.0,4.0
518,2010-11-27-00,B0002E1O2C,2.0,2.0
519,2010-11-27-00,B0002H0FMO,4.0,4.0
520,2010-11-27-00,B000EEJE4K,3.0,3.0
521,2010-11-28-00,B00191WVF6,5.0,5.0
522,2010-11-28-00,B0019H6750,4.0,4.0
523,2010-11-29-00,B0002H0A3S,5.0,5.0
524,2010-11-30-00,B0002D0CEO,5.0,5.0
525,2010-11-30-00,B0002D0LKY,4.0,4.0
526,2010-11-30-00,B002PMHAVS,5.0,5.0
527,2010-12-01-00,B0002D0C1C,4.0,4.0
528,2010-12-01-00,B0002D0KOG,4.0,4.0
529,2010-12-03-00,B0002KYXTM,4.0,4.0
530,2010-12-03-00,B000B6DHAS,5.0,5.0
531,2010-12-05-00,B0002CZVK0,5.0,5.0
532,2010-12-05-00,B001NXDSK2,5.0,5.0
533,2010-12-06-00,B003VYBD58,4.0,4.0
534,2010-12-07-00,B0002E2XCW,5.0,5.0
535,2010-12-07-00,B0002IHFVM,5.0,5.0
536,2010-12-07-00,B0006NDF8A,5.0,5.0
537,2010-12-07-00,B000ULAP4U,5.0,5.0
538,2010-12-07-00,B000Y60NFC,5.0,5.0
539,2010-12-08-00,B000EEEYCW,5.0,5.0
540,2010-12-09-00,B0002D02IU,5.0,5.0
541,2010-12-09-00,B000KIPT30,5.0,5.0
542,2010-12-09-00,B0018TIADQ,5.0,5.0
543,2010-12-09-00,B002M8EEW8,4.0,4.0
544,2010-12-10-00,B0002GLDQM,3.0,3.0
545,2010-12-13-00,B0002D01K4,5.0,5.0
546,2010-12-13-00,B002GYWBIM,4.0,4.0
547,2010-12-14-00,B0002E2KPC,5.0,5.0
548,2010-12-14-00,B0002E3MRW,4.0,4.0
549,2010-12-14-00,B0002OOMW6,4.0,4.0
550,2010-12-14-00,B000EEJ8IM,4.0,4.0
551,2010-12-14-00,B000ULAP4U,5.0,5.0
552,2010-12-17-00,B0002GXPRM,5.0,5.0
553,2010-12-17-00,B000CCMWVG,4.0,4.0
554,2010-12-17-00,B0037GXRHM,5.0,5.0
555,2010-12-19-00,B0002CZV82,5.0,5.0
556,2010-12-19-00,B000SAC5PA,5.0,5.0
557,2010-12-19-00,B0026RB0G8,5.0,5.0
558,2010-12-20-00,B0002GYW4C,5.0,5.0
559,2010-12-20-00,B00064TZYW,3.0,3.0
560,2010-12-20-00,B0006NDF8A,5.0,5.0
561,2010-12-21-00,B00154OJOI,5.0,5.0
562,2010-12-22-00,B0002F58TG,5.0,5.0
563,2010-12-22-00,B0002KZQ34,4.0,4.0
564,2010-12-24-00,B0002F7K7Y,4.0,4.0
565,2010-12-25-00,B002Q0WSO8,4.0,4.0
566,2010-12-26-00,B000K6B4E0,5.0,5.0
567,2010-12-27-00,B0002E528E,5.0,5.0
568,2010-12-27-00,B0002GLDQM,5.0,5.0
569,2010-12-27-00,B0009K9MUA,5.0,5.0
570,2010-12-27-00,B001EL6I8W,4.0,4.0
571,2010-12-27-00,B001V5K2S8,5.0,5.0
572,2010-12-28-00,B0002H0A3S,5.0,5.0
573,2010-12-28-00,B001M59AS0,3.0,3.0
574,2010-12-29-00,B000068NW5,5.0,5.0
575,2010-12-29-00,B0002E2XCW,5.0,5.0
576,2010-12-29-00,B0002GYW4C,5.0,5.0
577,2010-12-29-00,B0002KZEAE,5.0,5.0
578,2010-12-30-00,B0002D0CEO,5.0,5.0
579,2010-12-30-00,B0002DV7ZM,5.0,5.0
580,2010-12-30-00,B0002MDTVS,5.0,5.0
581,2010-12-30-00,B0009G1E0K,3.0,3.0
582,2010-12-31-00,B0042EZH6W,5.0,5.0
583,2011-01-01-00,B0002E3CHC,3.0,3.0
584,2011-01-01-00,B0002ZPK0S,5.0,5.0
585,2011-01-01-00,B000RNB720,5.0,5.0
586,2011-01-01-00,B0033PSLSM,5.0,5.0
587,2011-01-02-00,B0002E1O7M,5.0,5.0
588,2011-01-02-00,B000EEL8US,5.0,5.0
589,2011-01-02-00,B0042F1L4S,5.0,5.0
590,2011-01-03-00,B0002E2XCW,4.0,4.0
591,2011-01-05-00,B0002F7IN0,4.0,4.0
592,2011-01-06-00,B000UJCTVE,5.0,5.0
593,2011-01-06-00,B002Q0WSO8,5.0,5.0
594,2011-01-07-00,B000EEL50Q,5.0,5.0
595,2011-01-08-00,B0002CZSJY,5.0,5.0
596,2011-01-08-00,B0002CZV82,3.0,3.0
597,2011-01-08-00,B0002E3830,5.0,5.0
598,2011-01-08-00,B001PGXKC8,5.0,5.0
599,2011-01-10-00,B000AAGM0M,3.0,3.0
600,2011-01-10-00,B003VWJ2K8,5.0,5.0
601,2011-01-11-00,B000AAGM0M,3.0,3.0
602,2011-01-11-00,B000CD1R7K,5.0,5.0
603,2011-01-11-00,B001RNHE30,5.0,5.0
604,2011-01-12-00,B0002IHFVM,5.0,5.0
605,2011-01-12-00,B001CJ2QZU,5.0,5.0
606,2011-01-13-00,B0002D01K4,5.0,5.0
607,2011-01-13-00,B00074B67A,3.0,3.0
608,2011-01-13-00,B001QWBM62,5.0,5.0
609,2011-01-14-00,B000AKSUP2,4.0,4.0
610,2011-01-14-00,B002N4GBLI,5.0,5.0
611,2011-01-14-00,B002QQC1ZI,5.0,5.0
612,2011-01-15-00,B0002E1OVS,4.0,4.0
613,2011-01-15-00,B004FODY6E,5.0,5.0
614,2011-01-16-00,B0002F7K7Y,5.0,5.0
615,2011-01-17-00,B0002DUPZK,4.0,4.0
616,2011-01-17-00,B0002F4VBM,3.0,3.0
617,2011-01-17-00,B003VWJ2K8,5.0,5.0
618,2011-01-18-00,B0002GWFEQ,5.0,5.0
619,2011-01-19-00,B0002F58TG,5.0,5.0
620,2011-01-19-00,B0006ZXG00,5.0,5.0
621,2011-01-19-00,B003VWJ2K8,5.0,5.0
622,2011-01-19-00,B003VWKPHC,5.0,5.0
623,2011-01-19-00,B003WZ6VVM,5.0,5.0
624,2011-01-20-00,B0002GLDQM,4.0,4.0
625,2011-01-20-00,B000AC6DVS,5.0,5.0
626,2011-01-20-00,B000VBH2IG,2.0,2.0
627,2011-01-20-00,B000XPQ1YG,2.0,2.0
628,2011-01-20-00,B003VWKPHC,3.0,3.0
629,2011-01-21-00,B000068NW5,4.0,4.0
630,2011-01-21-00,B0009G1KEU,5.0,5.0
631,2011-01-21-00,B000MVYOZY,5.0,5.0
632,2011-01-21-00,B002QQC1ZI,3.0,3.0
633,2011-01-22-00,B0002E37MM,1.0,1.0
634,2011-01-24-00,B0002D0COE,5.0,5.0
635,2011-01-25-00,B0002D0COE,4.0,4.0
636,2011-01-25-00,B0002E1O2C,4.0,4.0
637,2011-01-25-00,B001LJUVO4,1.0,1.0
638,2011-01-26-00,B00154OJOI,5.0,5.0
639,2011-01-27-00,B001PGXKC8,4.0,4.0
640,2011-01-27-00,B001REJX1U,5.0,5.0
641,2011-01-27-00,B002C741BI,5.0,5.0
642,2011-01-28-00,B000068O3X,5.0,5.0
643,2011-01-28-00,B00063678K,5.0,5.0
644,2011-01-28-00,B0009RHAT8,5.0,5.0
645,2011-01-28-00,B000IO8XFM,5.0,5.0
646,2011-01-28-00,B000XPO0IU,4.0,4.0
647,2011-01-28-00,B002QKRUJG,2.0,2.0
648,2011-01-30-00,B000A2HOB6,4.0,4.0
649,2011-01-30-00,B000L6GD04,5.0,5.0
650,2011-01-30-00,B000UF3SEA,4.0,4.0
651,2011-01-30-00,B000XPO0IU,3.0,3.0
652,2011-01-30-00,B0011WHG5S,4.0,4.0
653,2011-01-30-00,B0018L46WS,5.0,5.0
654,2011-01-30-00,B003VWKPHC,5.0,5.0
655,2011-01-31-00,B0002GXZK4,5.0,5.0
656,2011-01-31-00,B0002M6CVC,5.0,5.0
657,2011-01-31-00,B0018TG8HQ,4.0,4.0
658,2011-01-31-00,B002C741BI,5.0,5.0
659,2011-02-02-00,B0002D0CQC,4.0,4.0
660,2011-02-02-00,B0002GLDQM,3.0,3.0
661,2011-02-02-00,B000CDT4VQ,4.0,4.0
662,2011-02-02-00,B0037M62KA,4.0,4.0
663,2011-02-03-00,B0002GLDQM,4.0,4.0
664,2011-02-03-00,B0006H92QK,3.0,3.0
665,2011-02-03-00,B000ULAP4U,5.0,5.0
666,2011-02-03-00,B000XPPURU,5.0,5.0
667,2011-02-04-00,B0002E2XCW,3.0,3.0
668,2011-02-04-00,B0002GJ6FC,4.0,4.0
669,2011-02-04-00,B001QJGYIG,5.0,5.0
670,2011-02-05-00,B0002CZVI2,5.0,5.0
671,2011-02-05-00,B0002E2XCW,5.0,5.0
672,2011-02-05-00,B0002II6V0,4.0,4.0
673,2011-02-05-00,B000CBE3G4,5.0,5.0
674,2011-02-05-00,B000F3JO7M,4.0,4.0
675,2011-02-10-00,B0002E1G5C,4.0,4.0
676,2011-02-10-00,B0018L46WS,5.0,5.0
677,2011-02-10-00,B0027M30Z6,5.0,5.0
678,2011-02-10-00,B004ISK48S,5.0,5.0
679,2011-02-11-00,B001G3TJXO,5.0,5.0
680,2011-02-12-00,B0002GL7ZO,5.0,5.0
681,2011-02-12-00,B0009G1E0K,5.0,5.0
682,2011-02-12-00,B002PMHAVS,5.0,5.0
683,2011-02-13-00,B0002CZW0Y,5.0,5.0
684,2011-02-13-00,B0002FO9QY,5.0,5.0
685,2011-02-13-00,B0002M6CVC,5.0,5.0
686,2011-02-13-00,B000AAGM0M,4.0,4.0
687,2011-02-13-00,B000LQLDM2,5.0,5.0
688,2011-02-13-00,B001L8PIFW,4.0,4.0
689,2011-02-13-00,B002VA464S,5.0,5.0
690,2011-02-14-00,B001GD07SK,2.0,2.0
691,2011-02-15-00,B000068O1N,5.0,5.0
692,2011-02-15-00,B0002GXV2Q,5.0,5.0
693,2011-02-15-00,B0018TIAL8,4.0,4.0
694,2011-02-15-00,B001NXDSK2,4.0,4.0
695,2011-02-15-00,B0027V760M,5.0,5.0
696,2011-02-16-00,B0002F7K7Y,4.0,4.0
697,2011-02-17-00,B0000AQRSS,5.0,5.0
698,2011-02-17-00,B0002DV6RQ,4.0,4.0
699,2011-02-17-00,B0002E1G5C,4.0,4.0
700,2011-02-18-00,B0002D0CAI,5.0,5.0
701,2011-02-18-00,B000EEJAFS,4.0,4.0
702,2011-02-18-00,B000OR88JE,5.0,5.0
703,2011-02-18-00,B0046A04LU,5.0,5.0
704,2011-02-20-00,B001FSZR4U,4.0,4.0
705,2011-02-20-00,B003VYBNLW,4.0,4.0
706,2011-02-21-00,B0002M72JS,5.0,5.0
707,2011-02-21-00,B000CCMWVG,5.0,5.0
708,2011-02-21-00,B002M8GBDI,4.0,4.0
709,2011-02-22-00,B0002D0CEO,5.0,5.0
710,2011-02-22-00,B0002D0CGW,5.0,5.0
711,2011-02-22-00,B0002D0Q2W,5.0,5.0
712,2011-02-22-00,B0002GX5NG,2.0,2.0
713,2011-02-22-00,B002Q0WSO8,5.0,5.0
714,2011-02-23-00,B001J5RYXQ,4.0,4.0
715,2011-02-24-00,B0002D0CKI,5.0,5.0
716,2011-02-24-00,B000KIRT6A,3.0,3.0
717,2011-02-24-00,B0010CHS8E,5.0,5.0
718,2011-02-25-00,B0002CZV82,5.0,5.0
719,2011-02-25-00,B0002CZVHI,5.0,5.0
720,2011-02-25-00,B0002D0Q2W,5.0,5.0
721,2011-02-25-00,B000KIRT74,4.0,4.0
722,2011-02-27-00,B0002D0096,5.0,5.0
723,2011-02-27-00,B001QWBM62,4.0,4.0
724,2011-02-28-00,B0002F519I,5.0,5.0
725,2011-02-28-00,B0002GMGYA,5.0,5.0
726,2011-03-01-00,B0002F7K7Y,4.0,4.0
727,2011-03-01-00,B0002FO9QY,5.0,5.0
728,2011-03-01-00,B0002IHFVM,5.0,5.0
729,2011-03-01-00,B000AAGM0M,5.0,5.0
730,2011-03-01-00,B000RN53LQ,4.0,4.0
731,2011-03-02-00,B0002CZVA0,5.0,5.0
732,2011-03-02-00,B0002E3CHC,5.0,5.0
733,2011-03-04-00,B003VWJ2K8,5.0,5.0
734,2011-03-05-00,B0002D0Q2W,5.0,5.0
735,2011-03-05-00,B0002E1G5C,5.0,5.0
736,2011-03-06-00,B0002DV7U2,5.0,5.0
737,2011-03-06-00,B0002GXV2Q,5.0,5.0
738,2011-03-06-00,B0002GYYD6,5.0,5.0
739,2011-03-06-00,B0002GZLZQ,5.0,5.0
740,2011-03-06-00,B0002GZM00,5.0,5.0
741,2011-03-06-00,B000P5NXWM,5.0,5.0
742,2011-03-06-00,B000UMFQHA,5.0,5.0
743,2011-03-06-00,B000XXBHA6,5.0,5.0
744,2011-03-06-00,B0015RIN6U,5.0,5.0
745,2011-03-07-00,B0002H02IG,5.0,5.0
746,2011-03-07-00,B003VWJ2K8,5.0,5.0
747,2011-03-07-00,B0042F1L4S,5.0,5.0
748,2011-03-08-00,B0002CZVXM,4.0,4.0
749,2011-03-08-00,B0002D0Q2W,5.0,5.0
750,2011-03-08-00,B0002GLCRC,5.0,5.0
751,2011-03-08-00,B0002GZQ1U,4.0,4.0
752,2011-03-08-00,B000OMG0KI,5.0,5.0
753,2011-03-08-00,B000SJJCX4,4.0,4.0
754,2011-03-08-00,B000XPPURU,5.0,5.0
755,2011-03-08-00,B0018TIADQ,5.0,5.0
756,2011-03-10-00,B0002D01K4,5.0,5.0
757,2011-03-11-00,B0002E1O7W,5.0,5.0
758,2011-03-11-00,B0002E2KPC,5.0,5.0
759,2011-03-11-00,B0002IHP0S,5.0,5.0
760,2011-03-11-00,B000KIRT74,5.0,5.0
761,2011-03-11-00,B003FW0IHA,5.0,5.0
762,2011-03-14-00,B0002GXZK4,3.0,3.0
763,2011-03-14-00,B001SC4I16,3.0,3.0
764,2011-03-16-00,B0002D0COE,3.0,3.0
765,2011-03-16-00,B0002E1G5C,5.0,5.0
766,2011-03-16-00,B0042EZH6W,5.0,5.0
767,2011-03-18-00,B0002D0CL2,5.0,5.0
768,2011-03-19-00,B0042EZH6W,5.0,5.0
769,2011-03-20-00,B000L6GD04,5.0,5.0
770,2011-03-20-00,B000V8GA46,5.0,5.0
771,2011-03-20-00,B000XPO0IU,4.0,4.0
772,2011-03-21-00,B0002M728Y,5.0,5.0
773,2011-03-21-00,B000OMG0KI,1.0,1.0
774,2011-03-21-00,B000T9PE9E,4.0,4.0
775,2011-03-22-00,B000KIRT74,5.0,5.0
776,2011-03-22-00,B000Y35C8S,5.0,5.0
777,2011-03-22-00,B0013PU75Y,5.0,5.0
778,2011-03-23-00,B0002F4VBM,5.0,5.0
779,2011-03-23-00,B002X8Y4SQ,4.0,4.0
780,2011-03-24-00,B0002E54ZU,5.0,5.0
781,2011-03-26-00,B003AJMPW4,5.0,5.0
782,2011-03-28-00,B0002IHFVM,5.0,5.0
783,2011-03-29-00,B0002F519I,4.0,4.0
784,2011-03-29-00,B002DYJEMQ,5.0,5.0
785,2011-03-30-00,B0002CZVXM,4.0,4.0
786,2011-03-30-00,B0002GMGYA,5.0,5.0
787,2011-03-30-00,B0009FUUO2,4.0,4.0
788,2011-03-30-00,B000RKL8R2,5.0,5.0
789,2011-03-30-00,B001FB5Z8K,1.0,1.0
790,2011-03-30-00,B001FSZR4U,4.0,4.0
791,2011-04-02-00,B000P5NXWM,5.0,5.0
792,2011-04-07-00,B001GH4H3W,5.0,5.0
793,2011-04-07-00,B002GYWBKU,5.0,5.0
794,2011-04-08-00,B0002GL7ZO,5.0,5.0
795,2011-04-08-00,B0002KZE7C,5.0,5.0
796,2011-04-08-00,B0002M6CVC,5.0,5.0
797,2011-04-08-00,B000L6GD04,5.0,5.0
798,2011-04-08-00,B001L8KE06,5.0,5.0
799,2011-04-08-00,B002GYWBIM,4.0,4.0
800,2011-04-08-00,B003OUX8ZM,5.0,5.0
801,2011-04-09-00,B0000AQRSS,4.0,4.0
802,2011-04-09-00,B002ZH9JQC,5.0,5.0
803,2011-04-11-00,B002GHBZ4U,5.0,5.0
804,2011-04-11-00,B004T6M7DE,5.0,5.0
805,2011-04-12-00,B001V5K2S8,5.0,5.0
806,2011-04-13-00,B000MO2QJM,5.0,5.0
807,2011-04-13-00,B0037MA77E,5.0,5.0
808,2011-04-14-00,B000CBXZXG,5.0,5.0
809,2011-04-14-00,B001W99HE8,5.0,5.0
810,2011-04-15-00,B0002F7K7Y,5.0,5.0
811,2011-04-15-00,B000T517Y4,5.0,5.0
812,2011-04-15-00,B001CJ2QZU,5.0,5.0
813,2011-04-16-00,B0002D0CL2,5.0,5.0
814,2011-04-17-00,B0006VMBHI,5.0,5.0
815,2011-04-17-00,B000HVXMNE,4.0,4.0
816,2011-04-18-00,B0002CZVA0,4.0,4.0
817,2011-04-18-00,B003VWJ2K8,5.0,5.0
818,2011-04-18-00,B004GYOZ6G,5.0,5.0
819,2011-04-19-00,B0002CZW0Y,1.0,1.0
820,2011-04-20-00,B000165DSM,5.0,5.0
821,2011-04-20-00,B000978D58,5.0,5.0
822,2011-04-21-00,B001KD2CPC,3.0,3.0
823,2011-04-23-00,B0002KZAKS,5.0,5.0
824,2011-04-26-00,B0002H02IG,5.0,5.0
825,2011-04-27-00,B0002CZV78,5.0,5.0
826,2011-04-27-00,B0002F7IIK,5.0,5.0
827,2011-04-27-00,B000BKY8CU,5.0,5.0
828,2011-04-27-00,B003AYJU5O,4.0,4.0
829,2011-04-30-00,B000XPRQIG,5.0,5.0
830,2011-04-30-00,B002GYWBIM,2.0,2.0
831,2011-05-04-00,B0002CZVXM,5.0,5.0
832,2011-05-04-00,B0002E2GMY,5.0,5.0
833,2011-05-04-00,B0002KZDN2,5.0,5.0
834,2011-05-04-00,B0002KZE7C,5.0,5.0
835,2011-05-04-00,B0002KZEAE,2.0,2.0
836,2011-05-04-00,B0002KZFYE,5.0,5.0
837,2011-05-04-00,B0006ZXFZQ,5.0,5.0
838,2011-05-04-00,B000WN4J9S,5.0,5.0
839,2011-05-04-00,B00186L9X2,5.0,5.0
840,2011-05-04-00,B003D3OCD2,4.0,4.0
841,2011-05-05-00,B000ULAP4U,5.0,5.0
842,2011-05-05-00,B001PGXKC8,5.0,5.0
843,2011-05-05-00,B003SZDFM4,3.0,3.0
844,2011-05-06-00,B0017HZ47Y,5.0,5.0
845,2011-05-06-00,B003K16N0C,2.0,2.0
846,2011-05-08-00,B0002GXV2Q,5.0,5.0
847,2011-05-08-00,B000960KNW,5.0,5.0
848,2011-05-08-00,B002AQNGIU,5.0,5.0
849,2011-05-09-00,B0002GWFEQ,4.0,4.0
850,2011-05-09-00,B000MFN8B6,5.0,5.0
851,2011-05-10-00,B0002H0A3S,5.0,5.0
852,2011-05-10-00,B0002H0JZC,5.0,5.0
853,2011-05-11-00,B000165DSM,5.0,5.0
854,2011-05-11-00,B0002CZVA0,4.0,4.0
855,2011-05-11-00,B0002D0CEO,5.0,5.0
856,2011-05-11-00,B0002GXF8Q,5.0,5.0
857,2011-05-11-00,B0002GZM00,5.0,5.0
858,2011-05-11-00,B0002M6CVC,5.0,5.0
859,2011-05-11-00,B000A6ASSS,5.0,5.0
860,2011-05-11-00,B000Y60NFC,5.0,5.0
861,2011-05-11-00,B001W99HE8,5.0,5.0
862,2011-05-11-00,B002GYWBJ6,4.0,4.0
863,2011-05-11-00,B002ZH9JQC,5.0,5.0
864,2011-05-12-00,B0002H03YY,4.0,4.0
865,2011-05-13-00,B000J5UEGQ,3.0,3.0
866,2011-05-14-00,B0002CZVXM,5.0,5.0
867,2011-05-15-00,B0002CZVBE,5.0,5.0
868,2011-05-15-00,B0002F7K7Y,5.0,5.0
869,2011-05-15-00,B0002KZAKS,5.0,5.0
870,2011-05-15-00,B0009DXEEM,4.0,4.0
871,2011-05-15-00,B000J5UEGQ,4.0,4.0
872,2011-05-15-00,B000Q87DAQ,5.0,5.0
873,2011-05-15-00,B001L8PIFW,5.0,5.0
874,2011-05-17-00,B0002GJILE,5.0,5.0
875,2011-05-17-00,B003VWKPHC,5.0,5.0
876,2011-05-17-00,B0042F1L4S,5.0,5.0
877,2011-05-18-00,B0002CZVXM,2.0,2.0
878,2011-05-18-00,B000EEJJI6,5.0,5.0
879,2011-05-18-00,B000UF3SEA,3.0,3.0
880,2011-05-20-00,B0002GXZK4,3.0,3.0
881,2011-05-21-00,B003VWJ2K8,5.0,5.0
882,2011-05-23-00,B0002H0LQO,5.0,5.0
883,2011-05-23-00,B002M8GBDI,5.0,5.0
884,2011-05-23-00,B003VWJ2K8,5.0,5.0
885,2011-05-24-00,B000A6ASSS,5.0,5.0
886,2011-05-24-00,B0027M30Z6,4.0,4.0
887,2011-05-25-00,B0002GZTT4,5.0,5.0
888,2011-05-25-00,B00154OJOI,5.0,5.0
889,2011-05-26-00,B0002H0A3S,2.0,2.0
890,2011-05-27-00,B00006LVEU,5.0,5.0
891,2011-05-27-00,B0002CZW0Y,4.0,4.0
892,2011-05-27-00,B0002E54ZU,5.0,5.0
893,2011-05-27-00,B002QQC1ZI,5.0,5.0
894,2011-05-29-00,B0002GOK08,5.0,5.0
895,2011-05-30-00,B0002CZVK0,3.0,3.0
896,2011-05-30-00,B0002E3DGC,5.0,5.0
897,2011-05-31-00,B003VWKPHC,5.0,5.0
898,2011-06-01-00,B0002CZVXM,2.0,2.0
899,2011-06-01-00,B0002D0CGC,4.0,4.0
900,2011-06-01-00,B0002E1OVS,4.0,4.0
901,2011-06-01-00,B0002PBS6I,5.0,5.0
902,2011-06-01-00,B0009G1E0K,5.0,5.0
903,2011-06-01-00,B000LPSNRQ,5.0,5.0
904,2011-06-01-00,B0018L46WS,5.0,5.0
905,2011-06-02-00,B0002GWXKC,5.0,5.0
906,2011-06-03-00,B0006H92QK,5.0,5.0
907,2011-06-03-00,B00154OJOI,4.0,4.0
908,2011-06-04-00,B001G3TJXO,5.0,5.0
909,2011-06-05-00,B000N4WHYK,5.0,5.0
910,2011-06-07-00,B000RNB720,4.0,4.0
911,2011-06-07-00,B000S5V510,5.0,5.0
912,2011-06-07-00,B001PGXKC8,4.0,4.0
913,2011-06-07-00,B001U5PCFM,5.0,5.0
914,2011-06-07-00,B003OG9NH8,4.0,4.0
915,2011-06-07-00,B003VWKPHC,5.0,5.0
916,2011-06-08-00,B000LAT0AK,5.0,5.0
917,2011-06-08-00,B002HJ61PK,3.0,3.0
918,2011-06-08-00,B003VWKPHC,5.0,5.0
919,2011-06-09-00,B0002E54ZU,5.0,5.0
920,2011-06-09-00,B001M59AS0,5.0,5.0
921,2011-06-10-00,B0002E3CHC,5.0,5.0
922,2011-06-10-00,B0002F7IN0,5.0,5.0
923,2011-06-10-00,B0002IHFVM,4.0,4.0
924,2011-06-10-00,B0007OGTGS,5.0,5.0
925,2011-06-10-00,B000WF1AMU,4.0,4.0
926,2011-06-11-00,B0002CZZW4,5.0,5.0
927,2011-06-11-00,B000JRPYGE,5.0,5.0
928,2011-06-11-00,B000V8GA46,5.0,5.0
929,2011-06-11-00,B000VJZOLK,5.0,5.0
930,2011-06-11-00,B001OLW0J8,5.0,5.0
931,2011-06-11-00,B001PGXKC8,1.0,1.0
932,2011-06-11-00,B0037MA77E,4.0,4.0
933,2011-06-13-00,B0002F7IN0,5.0,5.0
934,2011-06-14-00,B0002D01KO,4.0,4.0
935,2011-06-14-00,B0002D0E8S,5.0,5.0
936,2011-06-14-00,B000JRPYGE,4.0,4.0
937,2011-06-15-00,B0002D0096,5.0,5.0
938,2011-06-15-00,B0002GLCRC,5.0,5.0
939,2011-06-15-00,B001SC4I16,5.0,5.0
940,2011-06-15-00,B004ISK48S,4.0,4.0
941,2011-06-16-00,B003AYC1SM,5.0,5.0
942,2011-06-17-00,B0002CZW0Y,5.0,5.0
943,2011-06-17-00,B0002D05FU,5.0,5.0
944,2011-06-17-00,B0002DURNK,5.0,5.0
945,2011-06-17-00,B001L8KE06,5.0,5.0
946,2011-06-17-00,B003LTJ404,5.0,5.0
947,2011-06-19-00,B0010KCP98,3.0,3.0
948,2011-06-20-00,B001R2LQWQ,5.0,5.0
949,2011-06-21-00,B0002D0C1C,3.0,3.0
950,2011-06-21-00,B000A2HOB6,5.0,5.0
951,2011-06-22-00,B0002FO9QY,4.0,4.0
952,2011-06-22-00,B0018TIADQ,5.0,5.0
953,2011-06-24-00,B005GZ86ZA,5.0,5.0
954,2011-06-25-00,B0002CZTIO,5.0,5.0
955,2011-06-25-00,B001JI2KHS,4.0,4.0
956,2011-06-26-00,B0002D01KO,2.0,2.0
957,2011-06-26-00,B0002D0E8S,4.0,4.0
958,2011-06-26-00,B0002GZM00,5.0,5.0
959,2011-06-26-00,B000NJ2TIE,4.0,4.0
960,2011-06-26-00,B002PAW6EG,4.0,4.0
961,2011-06-26-00,B003VWJ2K8,5.0,5.0
962,2011-06-27-00,B000U0DU34,5.0,5.0
963,2011-06-28-00,B0002CZST4,5.0,5.0
964,2011-06-28-00,B0002D0JZ6,3.0,3.0
965,2011-06-28-00,B000AKSUP2,3.0,3.0
966,2011-06-28-00,B000VBC5CY,5.0,5.0
967,2011-06-28-00,B0038MTH8S,5.0,5.0
968,2011-06-28-00,B003VWKPHC,5.0,5.0
969,2011-06-29-00,B0002E51ZS,4.0,4.0
970,2011-06-29-00,B0002GZM00,5.0,5.0
971,2011-06-29-00,B000T4PJC6,5.0,5.0
972,2011-06-29-00,B002QQC1ZI,3.0,3.0
973,2011-06-29-00,B0033PSGSW,5.0,5.0
974,2011-06-29-00,B003AYC1SM,5.0,5.0
975,2011-06-29-00,B003W47NII,5.0,5.0
976,2011-06-30-00,B0002CZV82,2.0,2.0
977,2011-06-30-00,B0002E1O7W,5.0,5.0
978,2011-06-30-00,B0018TC3I4,1.0,1.0
979,2011-07-01-00,B003VWJ2K8,5.0,5.0
980,2011-07-02-00,B000KIPUQG,4.0,4.0
981,2011-07-04-00,B000978D58,5.0,5.0
982,2011-07-04-00,B000MO2QJM,5.0,5.0
983,2011-07-05-00,B001E43SK0,2.0,2.0
984,2011-07-05-00,B004FODY6E,4.0,4.0
985,2011-07-06-00,B000068NW5,2.0,2.0
986,2011-07-06-00,B0000AQRSU,5.0,5.0
987,2011-07-06-00,B003K16N0C,4.0,4.0
988,2011-07-07-00,B003QTM9O2,2.0,2.0
989,2011-07-08-00,B0002F7K7Y,5.0,5.0
990,2011-07-09-00,B0002E2S36,4.0,4.0
991,2011-07-09-00,B0002E3CHC,3.0,3.0
992,2011-07-11-00,B003VWKPHC,5.0,5.0
993,2011-07-12-00,B0002OP7VQ,3.0,3.0
994,2011-07-12-00,B0016ZZKJO,5.0,5.0
995,2011-07-12-00,B003OUX8ZM,5.0,5.0
996,2011-07-13-00,B000IO8XFM,5.0,5.0
997,2011-07-13-00,B000W00X1Y,5.0,5.0
998,2011-07-13-00,B0015RIN6U,5.0,5.0
999,2011-07-13-00,B001L8KE06,5.0,5.0
1000,2011-07-15-00,B0002GYW4C,3.0,3.0
1001,2011-07-15-00,B000RN53LQ,3.0,3.0
